question_id,question,category,ground_truth,source_ids,generated_answer,retrieved_urls,first_correct_url_rank,reciprocal_rank,precision_at_5,answer_f1,contextual_precision,latency,dense_titles,sparse_titles,context_titles
39,What is Attention?,factual,Attention is the concentration of awareness directed at some phenomenon while mostly excluding others.,['S161'],concentration of awareness directed at some phenomenon while mostly excluding others,"['https://en.wikipedia.org/wiki/Attention', 'https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Memory', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Mass_communication']",1,1.0,0.2,0.9166666666666666,1.0,2.108393907546997,"['Attention', 'Memory', 'Mass communication', 'Film', 'Photography']","['Education', 'Evolutionary biology', 'Philosophy', 'Justice', 'Aesthetics']","['Attention', 'Education', 'Memory', 'Evolutionary biology', 'Mass communication']"
40,What is Indus Valley Civilisation?,factual,"The Indus Valley Civilisation (IVC), also known as the Indus Civilisation, was a Bronze Age civilisation in the northwestern regions of South Asia, lasting from 3300 BCE to 1300 BCE, and in its mature form from 2600 BCE to 1900 BCE.[a] Together with ancient Egypt and Mesopotamia, it was one of three early civilisations of the Near East and South Asia.",['S128'],civilisation,"['https://en.wikipedia.org/wiki/Indus_Valley_Civilisation', 'https://en.wikipedia.org/wiki/History_of_India', 'https://en.wikipedia.org/wiki/India', 'https://en.wikipedia.org/wiki/History_of_China', 'https://en.wikipedia.org/wiki/Mesopotamia']",1,1.0,0.2,0.03508771929824561,1.0,1.1416568756103516,"['Indus Valley Civilisation', 'History of India', 'History of China', 'Mesopotamia', 'India']","['Indus Valley Civilisation', 'India', 'History of India', 'Mughal Empire', 'Pen-y-crug']","['Indus Valley Civilisation', 'History of India', 'India', 'History of China', 'Mesopotamia']"
41,What is Visual arts?,factual,"The visual arts are art forms such as painting, drawing, printmaking, sculpture, ceramics, photography, video, image, filmmaking, design, crafts, and architecture.",['S193'],art forms,"['https://en.wikipedia.org/wiki/Visual_arts', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Art', 'https://en.wikipedia.org/wiki/Painting', 'https://en.wikipedia.org/wiki/Aesthetics']",1,1.0,0.2,0.18181818181818182,1.0,1.0763039588928223,"['Visual arts', 'Art', 'Painting', 'Film', 'Aesthetics']","['Film', 'Painting', 'Art', 'Visual arts', 'Philosophy']","['Visual arts', 'Film', 'Art', 'Painting', 'Aesthetics']"
42,What is Astronomy?,factual,Astronomy is a natural science that studies celestial objects and the phenomena that occur in the cosmos.,['S011'],studies celestial objects and the phenomena that occur in the cosmos,"['https://en.wikipedia.org/wiki/Astronomy', 'https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Relativity', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/CalSky']",1,1.0,0.2,0.782608695652174,1.0,2.3231301307678223,"['Astronomy', 'Relativity', 'CalSky', 'Atmospheric science', 'Universe']","['Education', 'Evolutionary biology', 'Philosophy', 'Justice', 'Aesthetics']","['Astronomy', 'Education', 'Relativity', 'Evolutionary biology', 'CalSky']"
43,What is Mesopotamia?,factual,"Mesopotamia[a] is a historical region of West Asia situated within the Tigris–Euphrates river system, in the northern part of the Fertile Crescent.",['S129'],region of West Asia,"['https://en.wikipedia.org/wiki/Mesopotamia', 'https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Geography', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Ancient_Egypt']",1,1.0,0.2,0.34782608695652173,1.0,1.565443754196167,"['Mesopotamia', 'Geography', 'Ancient Egypt', 'History of humanity', 'Geopolitics']","['Education', 'Evolutionary biology', 'Philosophy', 'Justice', 'Aesthetics']","['Mesopotamia', 'Education', 'Geography', 'Evolutionary biology', 'Ancient Egypt']"
44,What is Drama?,factual,"Drama is the specific mode of fiction represented in performance: a play, opera, mime, ballet, etc., performed in a theatre, or on radio or television.",['S085'],Evolutionary biology,"['https://en.wikipedia.org/wiki/Drama', 'https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Theatre', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Dance']",1,1.0,0.2,0.0,1.0,1.2538559436798096,"['Drama', 'Theatre', 'Dance', 'Popular culture', 'Mass communication']","['Education', 'Evolutionary biology', 'Philosophy', 'Justice', 'Aesthetics']","['Drama', 'Education', 'Theatre', 'Evolutionary biology', 'Dance']"
45,What is Russia?,factual,"Russia,[b] or the Russian Federation,[c] is a country in Eastern Europe and North Asia.",['S106'],country,"['https://en.wikipedia.org/wiki/Russia', 'https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Pavel_Kovalev', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Cold_War']",1,1.0,0.2,0.13333333333333333,1.0,1.4307219982147217,"['Russia', 'Pavel Kovalev', 'Cold War', 'Arıkaya, Çameli', 'Bibirevo ethnographic village']","['Education', 'Evolutionary biology', 'Philosophy', 'Justice', 'Aesthetics']","['Russia', 'Education', 'Pavel Kovalev', 'Evolutionary biology', 'Cold War']"
46,What is Byzantine Empire?,factual,"The Byzantine Empire, also known as the Eastern Roman Empire, was the continuation of the Roman Empire centred on Constantinople during late antiquity and the Middle Ages.",['S169'],The Byzantine Empire,"['https://en.wikipedia.org/wiki/Byzantine_Empire', 'https://en.wikipedia.org/wiki/Russia', 'https://en.wikipedia.org/wiki/Ottoman_Empire', 'https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Ancient_Greece']",1,1.0,0.2,0.16666666666666669,1.0,1.4744939804077148,"['Byzantine Empire', 'Ottoman Empire', 'Ancient Greece', 'Roman Empire', 'Mughal Empire']","['Russia', 'Education', 'Philosophy', 'Evolutionary biology', 'Byzantine Empire']","['Byzantine Empire', 'Russia', 'Ottoman Empire', 'Education', 'Ancient Greece']"
47,What is Australia?,factual,"Australia, officially the Commonwealth of Australia, is a country comprising the mainland of the Australian continent, the island of Tasmania and numerous smaller islands.[N 6] It has a total area of 7,688,287 km2 (2,968,464 sq mi), making it the sixth-largest country in the world and the largest in Oceania.",['S105'],country,"['https://en.wikipedia.org/wiki/Australia', 'https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Western_Desert_cultural_bloc', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Brazil']",1,1.0,0.2,0.042553191489361694,1.0,1.5167522430419922,"['Australia', 'Western Desert cultural bloc', 'Brazil', 'North Australia Railway', '16ft Skiff']","['Education', 'Evolutionary biology', 'Philosophy', 'Justice', 'Aesthetics']","['Australia', 'Education', 'Western Desert cultural bloc', 'Evolutionary biology', 'Brazil']"
48,What is Education?,factual,Education is the transmission of knowledge and skills and the development of character traits.,['S081'],the academic field,"['https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Learning', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Federal_College_of_Education_(Technical),_Potiskum', 'https://en.wikipedia.org/wiki/Philosophy']",1,1.0,0.2,0.0,1.0,1.8081200122833252,"['Education', 'Learning', 'Federal College of Education (Technical), Potiskum', 'Memory', 'National Aboriginal Education Committee']","['Education', 'Evolutionary biology', 'Philosophy', 'Justice', 'Aesthetics']","['Education', 'Learning', 'Evolutionary biology', 'Federal College of Education (Technical), Potiskum', 'Philosophy']"
49,What is Information theory?,factual,"Information theory is the mathematical study of the quantification, storage, and communication of a particular type of mathematically defined information.",['S148'],mathematical study,"['https://en.wikipedia.org/wiki/Information_security', 'https://en.wikipedia.org/wiki/Information_theory', 'https://en.wikipedia.org/wiki/Data_science', 'https://en.wikipedia.org/wiki/Natural_language_processing', 'https://en.wikipedia.org/wiki/Memory']",2,0.5,0.2,0.21052631578947367,1.0,1.5911140441894531,"['Information theory', 'Information security', 'Data science', 'Decision theory', 'Computer science']","['Natural language processing', 'Information security', 'Memory', 'Information theory', 'Data science']","['Information security', 'Information theory', 'Data science', 'Natural language processing', 'Memory']"
50,What is Sound?,factual,Sound is a phenomenon in which pressure disturbances propagate through a transmission medium.,['S053'],Evolutionary biology,"['https://en.wikipedia.org/wiki/Sound', 'https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Digital_media']",1,1.0,0.2,0.0,1.0,1.1618599891662598,"['Sound', 'Music', 'Digital media', 'Decibel Festival', 'Linguistics']","['Education', 'Evolutionary biology', 'Philosophy', 'Justice', 'Aesthetics']","['Sound', 'Education', 'Music', 'Evolutionary biology', 'Digital media']"
51,Compare Vaccination and United Nations in one sentence each: what does each describe or study?,comparative,"Vaccination: Vaccination is the administration of a vaccine to help the immune system develop immunity from a disease. United Nations: The United Nations (UN) is a global intergovernmental organization established by the signing of the UN Charter on 26 June 1945 with the articulated mission of maintaining international peace and security, to develop friendly relations among states, to promote international cooperation, and to serve as a centre for harmonizing the actions of states in achieving those goals.","['S067', 'S110']",Vaccination,"['https://en.wikipedia.org/wiki/Vaccination', 'https://en.wikipedia.org/wiki/United_Nations', 'https://en.wikipedia.org/wiki/Public_health', 'https://en.wikipedia.org/wiki/Sword_of_Damocles_(song)', 'https://en.wikipedia.org/wiki/Epidemiology']",1,1.0,0.4,0.02985074626865672,1.0,1.1976730823516846,"['Vaccination', 'Public health', 'United Nations', 'Epidemiology', 'International relations']","['Vaccination', 'United Nations', 'Sword of Damocles (song)', '2011 Rugby World Cup – repechage qualification', 'Justice']","['Vaccination', 'United Nations', 'Public health', 'Sword of Damocles (song)', 'Epidemiology']"
52,Compare Macroeconomics and Constitution in one sentence each: what does each describe or study?,comparative,"Macroeconomics: Heterodox Macroeconomics is a branch of economics that deals with the performance, structure, behavior, and decision-making of an economy as a whole. Constitution: A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed.","['S031', 'S112']",Macroeconomics and Constitution,"['https://en.wikipedia.org/wiki/Macroeconomics', 'https://en.wikipedia.org/wiki/Economics', 'https://en.wikipedia.org/wiki/Constitution', 'https://en.wikipedia.org/wiki/Microeconomics', 'https://en.wikipedia.org/wiki/Justice']",1,1.0,0.4,0.10344827586206896,1.0,1.4326469898223877,"['Macroeconomics', 'Economics', 'Microeconomics', 'Constitution', 'Capitalism']","['Macroeconomics', 'Constitution', 'Justice', 'Economics', 'Sword of Damocles (song)']","['Macroeconomics', 'Economics', 'Constitution', 'Microeconomics', 'Justice']"
53,Compare DNA and Open source in one sentence each: what does each describe or study?,comparative,DNA: Deoxyribonucleic acid (pronunciationⓘ; DNA) is a polymer composed of two polynucleotide chains that coil around each other to form a double helix. Open source: Open source is source code that is made freely available for possible modification and redistribution.,"['S014', 'S043']",biology,"['https://en.wikipedia.org/wiki/Open_source', 'https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Genetic_engineering', 'https://en.wikipedia.org/wiki/Chemistry']",1,1.0,0.4,0.0,1.0,1.1113040447235107,"['Open source', 'DNA', 'Biology', 'Chemistry', 'Evolutionary biology']","['Open source', 'DNA', 'Genetic engineering', 'Justice', 'Compiler']","['Open source', 'DNA', 'Biology', 'Genetic engineering', 'Chemistry']"
54,Compare Dance and Biology in one sentence each: what does each describe or study?,comparative,"Dance: Dance is an art form, consisting of sequences of body movements with aesthetic and often symbolic value, either improvised or purposefully selected. Biology: Biology is the scientific study of life and living organisms.","['S096', 'S003']",Evolutionary biology,"['https://en.wikipedia.org/wiki/Dance', 'https://en.wikipedia.org/wiki/Art', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Chemistry', 'https://en.wikipedia.org/wiki/Biology']",1,1.0,0.4,0.058823529411764705,1.0,1.181520938873291,"['Dance', 'Art', 'Chemistry', 'Neuroscience', 'Music']","['Dance', 'Evolutionary biology', 'Biology', 'Justice', 'Sword of Damocles (song)']","['Dance', 'Art', 'Evolutionary biology', 'Chemistry', 'Biology']"
55,Compare Database and Immunology in one sentence each: what does each describe or study?,comparative,"Database: In computing, a database is an organized collection of data or a type of data store based on the use of a database management system (DBMS), the software that interacts with end users, applications, and the database itself to capture and analyze the data. Immunology: Immunology is a branch of biology and medicine that covers the study of immune systems in all organisms.","['S046', 'S065']",Immunology,"['https://en.wikipedia.org/wiki/Immunology', 'https://en.wikipedia.org/wiki/Database', 'https://en.wikipedia.org/wiki/Vaccination', 'https://en.wikipedia.org/wiki/Medicine', 'https://en.wikipedia.org/wiki/Cryptocurrency']",1,1.0,0.4,0.03636363636363636,1.0,1.1787700653076172,"['Immunology', 'Vaccination', 'Medicine', 'Statistics', 'Epidemiology']","['Database', 'Immunology', 'Cryptocurrency', 'Justice', 'Computer science']","['Immunology', 'Database', 'Vaccination', 'Medicine', 'Cryptocurrency']"
56,Compare Consciousness and Popular culture in one sentence each: what does each describe or study?,comparative,"Consciousness: Consciousness is being aware of something internal to one's self or being conscious of states or objects in one's external environment. Popular culture: Popular culture (also called pop culture or mass culture) is generally recognized by members of a society as a set of practices, beliefs, artistic output (also known as popular art [cf.","['S159', 'S191']",Consciousness,"['https://en.wikipedia.org/wiki/Popular_culture', 'https://en.wikipedia.org/wiki/Consciousness', 'https://en.wikipedia.org/wiki/Cultural_anthropology', 'https://en.wikipedia.org/wiki/Western_Desert_cultural_bloc', 'https://en.wikipedia.org/wiki/Education']",1,1.0,0.4,0.03571428571428572,1.0,1.4994580745697021,"['Popular culture', 'Consciousness', 'Cultural anthropology', 'Education', 'Aesthetics']","['Popular culture', 'Consciousness', 'Western Desert cultural bloc', 'Sports in Boston', 'Justice']","['Popular culture', 'Consciousness', 'Cultural anthropology', 'Western Desert cultural bloc', 'Education']"
57,Compare Monetary policy and Robotics in one sentence each: what does each describe or study?,comparative,"Monetary policy: Heterodox Monetary policy is the policy adopted by the monetary authority of a nation to affect monetary and other financial conditions to accomplish broader objectives like high employment and price stability (normally interpreted as a low and stable rate of inflation). Robotics: Robotics is the interdisciplinary study and practice of the design, construction, operation, and use of robots.","['S136', 'S143']",Monetary policy is the policy adopted by the monetary authority of a nation,"['https://en.wikipedia.org/wiki/Monetary_policy', 'https://en.wikipedia.org/wiki/Robotics', 'https://en.wikipedia.org/wiki/Economics', 'https://en.wikipedia.org/wiki/Microeconomics', 'https://en.wikipedia.org/wiki/Environmental_policy']",1,1.0,0.4,0.3125,1.0,2.505810022354126,"['Economics', 'Microeconomics', 'Macroeconomics', 'Monetary policy', 'Robotics']","['Monetary policy', 'Environmental policy', 'Fiscal policy', 'Robotics', 'Justice']","['Monetary policy', 'Robotics', 'Economics', 'Microeconomics', 'Environmental policy']"
58,Compare Sustainable economy and Operating system in one sentence each: what does each describe or study?,comparative,"Sustainable economy: Sustainability (from the latin sustinere - hold up, hold upright; furnish with means of support; bear, undergo, endure) is the ability to continue over a long period of time. Operating system: An operating system (OS) is system software that manages computer hardware and software resources, and provides common services for computer programs.","['S187', 'S045']",Sustainable economy,"['https://en.wikipedia.org/wiki/Operating_system', 'https://en.wikipedia.org/wiki/Sustainable_economy', 'https://en.wikipedia.org/wiki/Economics', 'https://en.wikipedia.org/wiki/Justice', 'https://en.wikipedia.org/wiki/Environmental_policy']",1,1.0,0.4,0.07843137254901959,1.0,1.596879243850708,"['Sustainable economy', 'Economics', 'Environmental policy', 'Macroeconomics', 'Operating system']","['Operating system', 'Justice', 'Operating system kernel', 'Containerization (computing)', 'Virtualization']","['Operating system', 'Sustainable economy', 'Economics', 'Justice', 'Environmental policy']"
59,Compare Biotechnology and Water cycle in one sentence each: what does each describe or study?,comparative,"Biotechnology: Biotechnology is a multidisciplinary field that involves the integration of natural sciences and engineering sciences in order to achieve the application of organisms and parts thereof for products and services. Water cycle: The water cycle (or hydrologic cycle or hydrological cycle) is a biogeochemical cycle that involves the continuous change in form of water on, above and below the surface of the Earth across different reservoirs.","['S121', 'S176']",Biotechnology and Water cycle,"['https://en.wikipedia.org/wiki/Water_cycle', 'https://en.wikipedia.org/wiki/Biotechnology', 'https://en.wikipedia.org/wiki/Carbon_cycle', 'https://en.wikipedia.org/wiki/Environmental_science', 'https://en.wikipedia.org/wiki/Justice']",1,1.0,0.4,0.12698412698412698,1.0,1.668658971786499,"['Water cycle', 'Biotechnology', 'Carbon cycle', 'Environmental science', 'Biology']","['Water cycle', 'Biotechnology', 'Carbon cycle', 'Justice', 'Earth']","['Water cycle', 'Biotechnology', 'Carbon cycle', 'Environmental science', 'Justice']"
60,Compare Mathematics and Cognitive science in one sentence each: what does each describe or study?,comparative,"Mathematics: Mathematics is a field of study that discovers and organizes methods, theories, and theorems that are developed and proved for the needs of empirical sciences and mathematics itself. Cognitive science: Cognitive science is the interdisciplinary, scientific study of the mind and its processes.","['S004', 'S158']",Mathematics,"['https://en.wikipedia.org/wiki/Cognitive_science', 'https://en.wikipedia.org/wiki/Mathematics', 'https://en.wikipedia.org/wiki/Attention', 'https://en.wikipedia.org/wiki/Linguistics', 'https://en.wikipedia.org/wiki/Algorithm']",1,1.0,0.4,0.04878048780487806,1.0,1.306123971939087,"['Cognitive science', 'Mathematics', 'Linguistics', 'Neuroscience', 'Data science']","['Cognitive science', 'Attention', 'Algorithm', 'Justice', 'Earth system science']","['Cognitive science', 'Mathematics', 'Attention', 'Linguistics', 'Algorithm']"
61,Compare Cell (biology) and Aerospace engineering in one sentence each: what does each describe or study?,comparative,Cell (biology): The cell is the basic structural and functional unit of all forms of life or organisms. Aerospace engineering: Aerospace engineering is the primary field of engineering concerned with the development of aircraft and spacecraft.,"['S016', 'S145']",Aerospace engineering,"['https://en.wikipedia.org/wiki/Aerospace_engineering', 'https://en.wikipedia.org/wiki/Cell_(biology)', 'https://en.wikipedia.org/wiki/Mechanical_engineering', 'https://en.wikipedia.org/wiki/Biotechnology', 'https://en.wikipedia.org/wiki/Systems_engineering']",1,1.0,0.4,0.11764705882352941,1.0,1.2022411823272705,"['Aerospace engineering', 'Cell (biology)', 'Biotechnology', 'Mechanical engineering', 'Mechatronics']","['Aerospace engineering', 'Mechanical engineering', 'Systems engineering', 'Cell (biology)', 'Justice']","['Aerospace engineering', 'Cell (biology)', 'Mechanical engineering', 'Biotechnology', 'Systems engineering']"
62,Compare Mughal Empire and Learning in one sentence each: what does each describe or study?,comparative,"Mughal Empire: The Mughal Empire was an early modern empire that ruled most of the Indian subcontinent. Learning: Learning is the process of acquiring new understanding, knowledge, behaviors, skills, values, attitudes, and preferences.","['S171', 'S162']",Mughal Empire,"['https://en.wikipedia.org/wiki/Mughal_Empire', 'https://en.wikipedia.org/wiki/Religion', 'https://en.wikipedia.org/wiki/Ottoman_Empire', 'https://en.wikipedia.org/wiki/Yazdagird_(Bavandid_ruler)', 'https://en.wikipedia.org/wiki/Learning']",1,1.0,0.4,0.12903225806451613,1.0,1.6503431797027588,"['Mughal Empire', 'Religion', 'Yazdagird (Bavandid ruler)', 'Education', 'Indus Valley Civilisation']","['Mughal Empire', 'Ottoman Empire', 'Learning', 'Justice', 'Roman Empire']","['Mughal Empire', 'Religion', 'Ottoman Empire', 'Yazdagird (Bavandid ruler)', 'Learning']"
63,Compare Roman Empire and Globalization in one sentence each: what does each describe or study?,comparative,"Roman Empire: During the classical period, the Roman Empire controlled the Mediterranean and much of Europe, Western Asia, and North Africa. Globalization: Globalization is the process of increasing interdependence and integration among the economies, markets, societies, and cultures of different countries worldwide.","['S127', 'S116']",Geopolitics,"['https://en.wikipedia.org/wiki/Globalization', 'https://en.wikipedia.org/wiki/Roman_Empire', 'https://en.wikipedia.org/wiki/Byzantine_Empire', 'https://en.wikipedia.org/wiki/Geopolitics', 'https://en.wikipedia.org/wiki/Geography']",1,1.0,0.4,0.0,1.0,1.3889548778533936,"['Globalization', 'Geopolitics', 'Geography', 'Byzantine Empire', 'Roman Empire']","['Roman Empire', 'Globalization', 'Byzantine Empire', 'Justice', 'Mughal Empire']","['Globalization', 'Roman Empire', 'Byzantine Empire', 'Geopolitics', 'Geography']"
64,Compare Encryption and Evolution in one sentence each: what does each describe or study?,comparative,"Encryption: In cryptography, encryption (more specifically, encoding) is the process of transforming information in a way that, ideally, only authorized parties can decode. Evolution: Evolution is the change in the heritable characteristics of biological populations over successive generations.","['S048', 'S006']",Evolution,"['https://en.wikipedia.org/wiki/Biology', 'https://en.wikipedia.org/wiki/Evolution', 'https://en.wikipedia.org/wiki/Evolutionary_biology', 'https://en.wikipedia.org/wiki/Encryption', 'https://en.wikipedia.org/wiki/Justice']",2,0.5,0.4,0.05714285714285715,1.0,2.709498882293701,"['Evolutionary biology', 'Evolution', 'Biology', 'Scientific method', 'Information security']","['Encryption', 'Justice', 'Biology', 'Dark matter', 'Evolution']","['Biology', 'Evolution', 'Evolutionary biology', 'Encryption', 'Justice']"
65,Compare Law and Neural network in one sentence each: what does each describe or study?,comparative,"Law: Law is a set of rules that are created and are enforceable by governmental or societal institutions to regulate behavior, with its precise definition a matter of longstanding debate. Neural network: A neural network is a group of interconnected units called neurons that send signals to one another.","['S113', 'S037']",Law and Neural network,"['https://en.wikipedia.org/wiki/Neural_network', 'https://en.wikipedia.org/wiki/Law', 'https://en.wikipedia.org/wiki/Deep_learning', 'https://en.wikipedia.org/wiki/Neuroplasticity', 'https://en.wikipedia.org/wiki/Natural_language_processing']",1,1.0,0.4,0.163265306122449,1.0,2.070499897003174,"['Law', 'Neural network', 'Deep learning', 'Natural language processing', 'Neuroscience']","['Neural network', 'Deep learning', 'Neuroplasticity', 'Law', 'Justice']","['Neural network', 'Law', 'Deep learning', 'Neuroplasticity', 'Natural language processing']"
66,Compare Conservation and Human brain in one sentence each: what does each describe or study?,comparative,"Conservation: Conservation is the preservation or efficient use of resources, or the conservation of various quantities under physical laws. Human brain: The human brain is the central organ of the nervous system, and with the spinal cord, comprises the central nervous system.","['S062', 'S013']",Neuroscience,"['https://en.wikipedia.org/wiki/Human_brain', 'https://en.wikipedia.org/wiki/Conservation', 'https://en.wikipedia.org/wiki/Neuroscience', 'https://en.wikipedia.org/wiki/Neural_network', 'https://en.wikipedia.org/wiki/Psychology']",1,1.0,0.4,0.0,1.0,1.916429042816162,"['Conservation', 'Neuroscience', 'Psychology', 'Environmental science', 'Human brain']","['Human brain', 'Neural network', 'Justice', 'Deep learning', 'Neuroplasticity']","['Human brain', 'Conservation', 'Neuroscience', 'Neural network', 'Psychology']"
67,Compare Exercise and Complex system in one sentence each: what does each describe or study?,comparative,Exercise: Exercise or working out is physical activity that enhances or maintains fitness and overall health. Complex system: Collective intelligence Collective action Self-organized criticality Herd mentality Phase transition Agent-based modelling Synchronization Ant colony optimization Particle swarm optimization Swarm behaviour Social network analysis Small-world networks Centrality Motifs Graph theory Scaling Robustness Systems biology Dynamic networks Evolutionary computation Genetic algorithms Genetic programming Artificial life Machine learning Evolutionary developmental biology Artificial intelligence Evolutionary robotics Reaction–diffusion systems Partial differential equations Dissipative structures Percolation Cellular automata Spatial ecology Self-replication Conversation theory Entropy Feedback Goal-oriented Homeostasis Information theory Operationalization Second-order cybernetics Self-reference System dynamics Systems science Systems thinking Sensemaking Variety Ordinary differential equations Phase space Attractors Population dynamics Chaos Multistability Bifurcation Rational choice theory Bounded rationality A complex system is a system composed of many components that interact with one another.,"['S070', 'S195']",Dance,"['https://en.wikipedia.org/wiki/Exercise', 'https://en.wikipedia.org/wiki/Neural_network', 'https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Dance', 'https://en.wikipedia.org/wiki/Statistics']",1,1.0,0.2,0.0,1.0,1.0752549171447754,"['Exercise', 'Education', 'Statistics', 'Earth system science', 'Linguistics']","['Neural network', 'Dance', 'Exercise', 'Distributed computing', 'Complex system']","['Exercise', 'Neural network', 'Education', 'Dance', 'Statistics']"
68,Compare Operating system kernel and Data science in one sentence each: what does each describe or study?,comparative,"Operating system kernel: A kernel is a computer program at the core of a computer's operating system that always has complete control over everything in the system. Data science: Data science is an interdisciplinary academic field that uses statistics, scientific computing, scientific methods, processing, scientific visualization, algorithms and systems to extract or extrapolate knowledge from potentially noisy, structured, or unstructured data.","['S153', 'S038']",Data science,"['https://en.wikipedia.org/wiki/Operating_system_kernel', 'https://en.wikipedia.org/wiki/Operating_system', 'https://en.wikipedia.org/wiki/Containerization_(computing)', 'https://en.wikipedia.org/wiki/Data_science', 'https://en.wikipedia.org/wiki/Virtualization']",1,1.0,0.4,0.0689655172413793,1.0,3.667692184448242,"['Operating system kernel', 'Operating system', 'Data science', 'Computer science', 'Earth system science']","['Operating system kernel', 'Containerization (computing)', 'Virtualization', 'Statistics', 'Operating system']","['Operating system kernel', 'Operating system', 'Containerization (computing)', 'Data science', 'Virtualization']"
69,Compare Psychology and Statistics in one sentence each: what does each describe or study?,comparative,"Psychology: Psychology is the scientific study of the mind and behavior. Statistics: Statistics (from German: Statistik, orig.","['S080', 'S033']","Psychology is the scientific study of the mind and behavior.[1][2] Its subject matter includes the behavior of humans and nonhumans, both conscious and unconscious phenomena, and mental processes such as thoughts, feelings, and motives","['https://en.wikipedia.org/wiki/Statistics', 'https://en.wikipedia.org/wiki/Psychology', 'https://en.wikipedia.org/wiki/Developmental_psychology', 'https://en.wikipedia.org/wiki/Linguistics', 'https://en.wikipedia.org/wiki/Justice']",1,1.0,0.4,0.3333333333333333,1.0,5.381270885467529,"['Psychology', 'Statistics', 'Linguistics', 'Data science', 'Neuroscience']","['Statistics', 'Developmental psychology', 'Justice', 'Psychology', 'Probability']","['Statistics', 'Psychology', 'Developmental psychology', 'Linguistics', 'Justice']"
70,Compare Attention and Indus Valley Civilisation in one sentence each: what does each describe or study?,comparative,"Attention: Attention is the concentration of awareness directed at some phenomenon while mostly excluding others. Indus Valley Civilisation: The Indus Valley Civilisation (IVC), also known as the Indus Civilisation, was a Bronze Age civilisation in the northwestern regions of South Asia, lasting from 3300 BCE to 1300 BCE, and in its mature form from 2600 BCE to 1900 BCE.[a] Together with ancient Egypt and Mesopotamia, it was one of three early civilisations of the Near East and South Asia.","['S161', 'S128']",Indus Valley Civilisation,"['https://en.wikipedia.org/wiki/Indus_Valley_Civilisation', 'https://en.wikipedia.org/wiki/History_of_India', 'https://en.wikipedia.org/wiki/History_of_China', 'https://en.wikipedia.org/wiki/Civil_engineering', 'https://en.wikipedia.org/wiki/India']",1,1.0,0.2,0.07894736842105263,1.0,1.350567102432251,"['Indus Valley Civilisation', 'History of China', 'Civil engineering', 'History of India', 'Archaeology']","['Indus Valley Civilisation', 'History of India', 'India', 'Attention', 'Justice']","['Indus Valley Civilisation', 'History of India', 'History of China', 'Civil engineering', 'India']"
71,"Which field is described as a branch of economics that deals with the performance, structure, behavior, and decision-making of an economy as?",inferential,Macroeconomics,['S031'],heterodox macroeconomics,"['https://en.wikipedia.org/wiki/Macroeconomics', 'https://en.wikipedia.org/wiki/Microeconomics', 'https://en.wikipedia.org/wiki/Economics', 'https://en.wikipedia.org/wiki/Political_science', 'https://en.wikipedia.org/wiki/Economic_development']",1,1.0,0.2,0.6666666666666666,1.0,1.506025791168213,"['Economics', 'Macroeconomics', 'Microeconomics', 'Economic development', 'Capitalism']","['Macroeconomics', 'Microeconomics', 'Political science', 'Decision theory', 'Dance']","['Macroeconomics', 'Microeconomics', 'Economics', 'Political science', 'Economic development']"
